"subject" "activity" "average" "variable"
1 "WALKING_DOWNSTAIRS" 0.0262184949326531 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
1 "WALKING_DOWNSTAIRS" -0.104052260726531 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
1 "WALKING_UPSTAIRS" 0.050549379754717 "Time__Gyroscope___X_Mean"
1 "WALKING_UPSTAIRS" -0.166170015088679 "Time__Gyroscope___Y_Mean"
1 "WALKING_UPSTAIRS" 0.0583595463981132 "Time__Gyroscope___Z_Mean"
1 "WALKING_UPSTAIRS" -0.544871104528302 "Time__Gyroscope___X_SD"
1 "WALKING_UPSTAIRS" 0.00410518379811321 "Time__Gyroscope___Y_SD"
1 "WALKING_UPSTAIRS" -0.50716867490566 "Time__Gyroscope___Z_SD"
1 "WALKING_UPSTAIRS" -0.126735589969811 "Time__Gyroscope__Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.14861931805283 "Time__Gyroscope__Magnitude__SD"
1 "WALKING_UPSTAIRS" -0.122232768011321 "Time__Gyroscope_Jerk__X_Mean"
1 "WALKING_UPSTAIRS" -0.0421485884509434 "Time__Gyroscope_Jerk__Y_Mean"
1 "WALKING_UPSTAIRS" -0.0407125527654717 "Time__Gyroscope_Jerk__Z_Mean"
1 "WALKING_UPSTAIRS" -0.614786508490566 "Time__Gyroscope_Jerk__X_SD"
1 "WALKING_UPSTAIRS" -0.601696656226415 "Time__Gyroscope_Jerk__Y_SD"
1 "WALKING_UPSTAIRS" -0.606332002264151 "Time__Gyroscope_Jerk__Z_SD"
1 "WALKING_UPSTAIRS" -0.59488286509434 "Time__Gyroscope_Jerk_Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.648553044339623 "Time__Gyroscope_Jerk_Magnitude__SD"
1 "WALKING_UPSTAIRS" 0.255461689622641 "Time_Body_Accelerometer___X_Mean"
1 "WALKING_UPSTAIRS" -0.0239531492643396 "Time_Body_Accelerometer___Y_Mean"
1 "WALKING_UPSTAIRS" -0.0973020020943396 "Time_Body_Accelerometer___Z_Mean"
1 "WALKING_UPSTAIRS" -0.35470802509434 "Time_Body_Accelerometer___X_SD"
1 "WALKING_UPSTAIRS" -0.00232026501698113 "Time_Body_Accelerometer___Y_SD"
1 "WALKING_UPSTAIRS" -0.0194792388471698 "Time_Body_Accelerometer___Z_SD"
1 "WALKING_UPSTAIRS" -0.129927630735849 "Time_Body_Accelerometer__Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.324970929245283 "Time_Body_Accelerometer__Magnitude__SD"
1 "WALKING_UPSTAIRS" 0.101372729922642 "Time_Body_Accelerometer_Jerk__X_Mean"
1 "WALKING_UPSTAIRS" 0.0194863076188679 "Time_Body_Accelerometer_Jerk__Y_Mean"
1 "WALKING_UPSTAIRS" -0.0455625449113208 "Time_Body_Accelerometer_Jerk__Z_Mean"
1 "WALKING_UPSTAIRS" -0.446843887735849 "Time_Body_Accelerometer_Jerk__X_SD"
1 "WALKING_UPSTAIRS" -0.378274426037736 "Time_Body_Accelerometer_Jerk__Y_SD"
1 "WALKING_UPSTAIRS" -0.706593530943396 "Time_Body_Accelerometer_Jerk__Z_SD"
1 "WALKING_UPSTAIRS" -0.466503446226415 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.478991622075472 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
1 "WALKING_UPSTAIRS" 0.89335109754717 "Time_Gravity_Accelerometer___X_Mean"
1 "WALKING_UPSTAIRS" -0.362153364339623 "Time_Gravity_Accelerometer___Y_Mean"
1 "WALKING_UPSTAIRS" -0.075402939754717 "Time_Gravity_Accelerometer___Z_Mean"
1 "WALKING_UPSTAIRS" -0.956367027924528 "Time_Gravity_Accelerometer___X_SD"
1 "WALKING_UPSTAIRS" -0.952849233207547 "Time_Gravity_Accelerometer___Y_SD"
1 "WALKING_UPSTAIRS" -0.912379410377358 "Time_Gravity_Accelerometer___Z_SD"
1 "WALKING_UPSTAIRS" -0.129927630735849 "Time_Gravity_Accelerometer__Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.324970929245283 "Time_Gravity_Accelerometer__Magnitude__SD"
1 "WALKING_UPSTAIRS" -0.492611667924528 "Freq__Gyroscope___X_Mean"
1 "WALKING_UPSTAIRS" -0.319474609056604 "Freq__Gyroscope___Y_Mean"
1 "WALKING_UPSTAIRS" -0.453597213018868 "Freq__Gyroscope___Z_Mean"
1 "WALKING_UPSTAIRS" -0.565892490754717 "Freq__Gyroscope___X_SD"
1 "WALKING_UPSTAIRS" 0.151538905566038 "Freq__Gyroscope___Y_SD"
1 "WALKING_UPSTAIRS" -0.57170784 "Freq__Gyroscope___Z_SD"
1 "WALKING_UPSTAIRS" -0.325961457396226 "Freq__Gyroscope__Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.182985518264151 "Freq__Gyroscope__Magnitude__SD"
1 "WALKING_UPSTAIRS" -0.634665082075472 "Freq__Gyroscope_Jerk_Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.693930521509434 "Freq__Gyroscope_Jerk_Magnitude__SD"
1 "WALKING_UPSTAIRS" -0.404321784150943 "Freq_Body_Accelerometer___X_Mean"
1 "WALKING_UPSTAIRS" -0.190976720811321 "Freq_Body_Accelerometer___Y_Mean"
1 "WALKING_UPSTAIRS" -0.433349702075472 "Freq_Body_Accelerometer___Z_Mean"
1 "WALKING_UPSTAIRS" -0.337428188679245 "Freq_Body_Accelerometer___X_SD"
1 "WALKING_UPSTAIRS" 0.0217695106566038 "Freq_Body_Accelerometer___Y_SD"
1 "WALKING_UPSTAIRS" 0.0859565543849057 "Freq_Body_Accelerometer___Z_SD"
1 "WALKING_UPSTAIRS" -0.352395944716981 "Freq_Body_Accelerometer__Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.416260101509434 "Freq_Body_Accelerometer__Magnitude__SD"
1 "WALKING_UPSTAIRS" -0.479875245660377 "Freq_Body_Accelerometer_Jerk__X_Mean"
1 "WALKING_UPSTAIRS" -0.41344458754717 "Freq_Body_Accelerometer_Jerk__Y_Mean"
1 "WALKING_UPSTAIRS" -0.685474353962264 "Freq_Body_Accelerometer_Jerk__Z_Mean"
1 "WALKING_UPSTAIRS" -0.461907025849057 "Freq_Body_Accelerometer_Jerk__X_SD"
1 "WALKING_UPSTAIRS" -0.381777065283019 "Freq_Body_Accelerometer_Jerk__Y_SD"
1 "WALKING_UPSTAIRS" -0.726040200754717 "Freq_Body_Accelerometer_Jerk__Z_SD"
1 "WALKING_UPSTAIRS" -0.44265216245283 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
1 "WALKING_UPSTAIRS" -0.533059853773585 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
2 "LAYING" -0.01847660675 "Time__Gyroscope___X_Mean"
2 "LAYING" -0.111800824583333 "Time__Gyroscope___Y_Mean"
2 "LAYING" 0.144882846104167 "Time__Gyroscope___Z_Mean"
2 "LAYING" -0.988275232916667 "Time__Gyroscope___X_SD"
2 "LAYING" -0.982291608958333 "Time__Gyroscope___Y_SD"
2 "LAYING" -0.960306560416667 "Time__Gyroscope___Z_SD"
2 "LAYING" -0.950011569583333 "Time__Gyroscope__Magnitude__Mean"
2 "LAYING" -0.961164053958333 "Time__Gyroscope__Magnitude__SD"
2 "LAYING" -0.101974134208333 "Time__Gyroscope_Jerk__X_Mean"
2 "LAYING" -0.0358590176083333 "Time__Gyroscope_Jerk__Y_Mean"
2 "LAYING" -0.0701783020833333 "Time__Gyroscope_Jerk__Z_Mean"
2 "LAYING" -0.993235849166667 "Time__Gyroscope_Jerk__X_SD"
2 "LAYING" -0.989567537916667 "Time__Gyroscope_Jerk__Y_SD"
2 "LAYING" -0.98803582125 "Time__Gyroscope_Jerk__Z_SD"
2 "LAYING" -0.991767074166667 "Time__Gyroscope_Jerk_Magnitude__Mean"
2 "LAYING" -0.989718095208333 "Time__Gyroscope_Jerk_Magnitude__SD"
2 "LAYING" 0.281373403958333 "Time_Body_Accelerometer___X_Mean"
2 "LAYING" -0.0181587397583333 "Time_Body_Accelerometer___Y_Mean"
2 "LAYING" -0.107245610416667 "Time_Body_Accelerometer___Z_Mean"
2 "LAYING" -0.974059464791667 "Time_Body_Accelerometer___X_SD"
2 "LAYING" -0.98027739875 "Time_Body_Accelerometer___Y_SD"
2 "LAYING" -0.984233296875 "Time_Body_Accelerometer___Z_SD"
2 "LAYING" -0.977435485208333 "Time_Body_Accelerometer__Magnitude__Mean"
2 "LAYING" -0.972873912916667 "Time_Body_Accelerometer__Magnitude__SD"
2 "LAYING" 0.0825972511666667 "Time_Body_Accelerometer_Jerk__X_Mean"
2 "LAYING" 0.012254788451875 "Time_Body_Accelerometer_Jerk__Y_Mean"
2 "LAYING" -0.00180264895625 "Time_Body_Accelerometer_Jerk__Z_Mean"
2 "LAYING" -0.98587216875 "Time_Body_Accelerometer_Jerk__X_SD"
2 "LAYING" -0.98317254125 "Time_Body_Accelerometer_Jerk__Y_SD"
2 "LAYING" -0.988442014375 "Time_Body_Accelerometer_Jerk__Z_SD"
2 "LAYING" -0.987741696041667 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
2 "LAYING" -0.98551807625 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
2 "LAYING" -0.509754238125 "Time_Gravity_Accelerometer___X_Mean"
2 "LAYING" 0.752536639375 "Time_Gravity_Accelerometer___Y_Mean"
2 "LAYING" 0.646834879583333 "Time_Gravity_Accelerometer___Z_Mean"
2 "LAYING" -0.959014441458333 "Time_Gravity_Accelerometer___X_SD"
2 "LAYING" -0.988211865208333 "Time_Gravity_Accelerometer___Y_SD"
2 "LAYING" -0.984230418125 "Time_Gravity_Accelerometer___Z_SD"
2 "LAYING" -0.977435485208333 "Time_Gravity_Accelerometer__Magnitude__Mean"
2 "LAYING" -0.972873912916667 "Time_Gravity_Accelerometer__Magnitude__SD"
2 "LAYING" -0.9864311425 "Freq__Gyroscope___X_Mean"
2 "LAYING" -0.983321635416667 "Freq__Gyroscope___Y_Mean"
2 "LAYING" -0.9626718875 "Freq__Gyroscope___Z_Mean"
2 "LAYING" -0.988860685833333 "Freq__Gyroscope___X_SD"
2 "LAYING" -0.981910616458333 "Freq__Gyroscope___Y_SD"
2 "LAYING" -0.963174222291667 "Freq__Gyroscope___Z_SD"
2 "LAYING" -0.972112972708333 "Freq__Gyroscope__Magnitude__Mean"
2 "LAYING" -0.96109837875 "Freq__Gyroscope__Magnitude__SD"
2 "LAYING" -0.990248702291667 "Freq__Gyroscope_Jerk_Magnitude__Mean"
2 "LAYING" -0.989492660416667 "Freq__Gyroscope_Jerk_Magnitude__SD"
2 "LAYING" -0.976725059791667 "Freq_Body_Accelerometer___X_Mean"
2 "LAYING" -0.979800877916667 "Freq_Body_Accelerometer___Y_Mean"
2 "LAYING" -0.984380981875 "Freq_Body_Accelerometer___Z_Mean"
2 "LAYING" -0.973246482083333 "Freq_Body_Accelerometer___X_SD"
2 "LAYING" -0.981025105625 "Freq_Body_Accelerometer___Y_SD"
2 "LAYING" -0.984792185 "Freq_Body_Accelerometer___Z_SD"
2 "LAYING" -0.975110196458333 "Freq_Body_Accelerometer__Magnitude__Mean"
2 "LAYING" -0.975121387916667 "Freq_Body_Accelerometer__Magnitude__SD"
2 "LAYING" -0.985813630833333 "Freq_Body_Accelerometer_Jerk__X_Mean"
2 "LAYING" -0.982768250416667 "Freq_Body_Accelerometer_Jerk__Y_Mean"
2 "LAYING" -0.986197134583333 "Freq_Body_Accelerometer_Jerk__Z_Mean"
2 "LAYING" -0.987250255833333 "Freq_Body_Accelerometer_Jerk__X_SD"
2 "LAYING" -0.984987392916667 "Freq_Body_Accelerometer_Jerk__Y_SD"
2 "LAYING" -0.989345368541667 "Freq_Body_Accelerometer_Jerk__Z_SD"
2 "LAYING" -0.985374114791667 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
2 "LAYING" -0.984568489166667 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
2 "SITTING" -0.0454706620434783 "Time__Gyroscope___X_Mean"
2 "SITTING" -0.0599286797043478 "Time__Gyroscope___Y_Mean"
2 "SITTING" 0.0412277462173913 "Time__Gyroscope___Z_Mean"
2 "SITTING" -0.985742027826087 "Time__Gyroscope___X_SD"
2 "SITTING" -0.978919526956522 "Time__Gyroscope___Y_SD"
2 "SITTING" -0.959803708695652 "Time__Gyroscope___Z_SD"
2 "SITTING" -0.946035087173913 "Time__Gyroscope__Magnitude__Mean"
2 "SITTING" -0.961313624130435 "Time__Gyroscope__Magnitude__SD"
2 "SITTING" -0.0936328412826087 "Time__Gyroscope_Jerk__X_Mean"
2 "SITTING" -0.0415602029130435 "Time__Gyroscope_Jerk__Y_Mean"
2 "SITTING" -0.04358509665 "Time__Gyroscope_Jerk__Z_Mean"
2 "SITTING" -0.989709023043478 "Time__Gyroscope_Jerk__X_SD"
2 "SITTING" -0.990889614782609 "Time__Gyroscope_Jerk__Y_SD"
2 "SITTING" -0.985542325652174 "Time__Gyroscope_Jerk__Z_SD"
2 "SITTING" -0.991081493913044 "Time__Gyroscope_Jerk_Magnitude__Mean"
2 "SITTING" -0.989594919565217 "Time__Gyroscope_Jerk_Magnitude__SD"
2 "SITTING" 0.27708735173913 "Time_Body_Accelerometer___X_Mean"
2 "SITTING" -0.0156879937282609 "Time_Body_Accelerometer___Y_Mean"
2 "SITTING" -0.109218272456522 "Time_Body_Accelerometer___Z_Mean"
2 "SITTING" -0.986822279565217 "Time_Body_Accelerometer___X_SD"
2 "SITTING" -0.950704499130435 "Time_Body_Accelerometer___Y_SD"
2 "SITTING" -0.95982817173913 "Time_Body_Accelerometer___Z_SD"
2 "SITTING" -0.967893623913043 "Time_Body_Accelerometer__Magnitude__Mean"
2 "SITTING" -0.953081444130435 "Time_Body_Accelerometer__Magnitude__SD"
2 "SITTING" 0.0722564387173913 "Time_Body_Accelerometer_Jerk__X_Mean"
2 "SITTING" 0.0116954511323913 "Time_Body_Accelerometer_Jerk__Y_Mean"
2 "SITTING" 0.00760546929869565 "Time_Body_Accelerometer_Jerk__Z_Mean"
2 "SITTING" -0.988055854130435 "Time_Body_Accelerometer_Jerk__X_SD"
2 "SITTING" -0.977983955434783 "Time_Body_Accelerometer_Jerk__Y_SD"
2 "SITTING" -0.98751821173913 "Time_Body_Accelerometer_Jerk__Z_SD"
2 "SITTING" -0.986774713043478 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
2 "SITTING" -0.984475868043478 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
2 "SITTING" 0.940477273043478 "Time_Gravity_Accelerometer___X_Mean"
2 "SITTING" -0.105630024498783 "Time_Gravity_Accelerometer___Y_Mean"
2 "SITTING" 0.19872676876087 "Time_Gravity_Accelerometer___Z_Mean"
2 "SITTING" -0.979988760869565 "Time_Gravity_Accelerometer___X_SD"
2 "SITTING" -0.956750273043478 "Time_Gravity_Accelerometer___Y_SD"
2 "SITTING" -0.954415873043478 "Time_Gravity_Accelerometer___Z_SD"
2 "SITTING" -0.967893623913043 "Time_Gravity_Accelerometer__Magnitude__Mean"
2 "SITTING" -0.953081444130435 "Time_Gravity_Accelerometer__Magnitude__SD"
2 "SITTING" -0.982621389565217 "Freq__Gyroscope___X_Mean"
2 "SITTING" -0.982100923695652 "Freq__Gyroscope___Y_Mean"
2 "SITTING" -0.959814822391304 "Freq__Gyroscope___Z_Mean"
2 "SITTING" -0.986808501521739 "Freq__Gyroscope___X_SD"
2 "SITTING" -0.977356188695652 "Freq__Gyroscope___Y_SD"
2 "SITTING" -0.963522659782609 "Freq__Gyroscope___Z_SD"
2 "SITTING" -0.971840596086956 "Freq__Gyroscope__Magnitude__Mean"
2 "SITTING" -0.961385745217391 "Freq__Gyroscope__Magnitude__SD"
2 "SITTING" -0.989861950869565 "Freq__Gyroscope_Jerk_Magnitude__Mean"
2 "SITTING" -0.989632908913043 "Freq__Gyroscope_Jerk_Magnitude__SD"
2 "SITTING" -0.985803840652174 "Freq_Body_Accelerometer___X_Mean"
2 "SITTING" -0.957343498478261 "Freq_Body_Accelerometer___Y_Mean"
2 "SITTING" -0.970162172608696 "Freq_Body_Accelerometer___Z_Mean"
2 "SITTING" -0.98736209 "Freq_Body_Accelerometer___X_SD"
2 "SITTING" -0.950073754130435 "Freq_Body_Accelerometer___Y_SD"
2 "SITTING" -0.956862864130435 "Freq_Body_Accelerometer___Z_SD"
2 "SITTING" -0.96127374826087 "Freq_Body_Accelerometer__Magnitude__Mean"
2 "SITTING" -0.955575602173913 "Freq_Body_Accelerometer__Magnitude__SD"
2 "SITTING" -0.987848793695652 "Freq_Body_Accelerometer_Jerk__X_Mean"
2 "SITTING" -0.977139702826087 "Freq_Body_Accelerometer_Jerk__Y_Mean"
2 "SITTING" -0.985129050217391 "Freq_Body_Accelerometer_Jerk__Z_Mean"
2 "SITTING" -0.989459107391304 "Freq_Body_Accelerometer_Jerk__X_SD"
2 "SITTING" -0.980804228478261 "Freq_Body_Accelerometer_Jerk__Y_SD"
2 "SITTING" -0.988570804130435 "Freq_Body_Accelerometer_Jerk__Z_SD"
2 "SITTING" -0.983874698913043 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
2 "SITTING" -0.984124185869565 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
2 "STANDING" -0.0238623875712963 "Time__Gyroscope___X_Mean"
2 "STANDING" -0.0820396577592593 "Time__Gyroscope___Y_Mean"
2 "STANDING" 0.0878351695481482 "Time__Gyroscope___Z_Mean"
2 "STANDING" -0.972998629814815 "Time__Gyroscope___X_SD"
2 "STANDING" -0.971441996481482 "Time__Gyroscope___Y_SD"
2 "STANDING" -0.964856701851852 "Time__Gyroscope___Z_SD"
2 "STANDING" -0.963466341851852 "Time__Gyroscope__Magnitude__Mean"
2 "STANDING" -0.95394338037037 "Time__Gyroscope__Magnitude__SD"
2 "STANDING" -0.105562157888889 "Time__Gyroscope_Jerk__X_Mean"
2 "STANDING" -0.042241953537037 "Time__Gyroscope_Jerk__Y_Mean"
2 "STANDING" -0.0546539479425926 "Time__Gyroscope_Jerk__Z_Mean"
2 "STANDING" -0.979324000740741 "Time__Gyroscope_Jerk__X_SD"
2 "STANDING" -0.983447258518518 "Time__Gyroscope_Jerk__Y_SD"
2 "STANDING" -0.973610118333333 "Time__Gyroscope_Jerk__Z_SD"
2 "STANDING" -0.983951904259259 "Time__Gyroscope_Jerk_Magnitude__Mean"
2 "STANDING" -0.977204427777778 "Time__Gyroscope_Jerk_Magnitude__SD"
2 "STANDING" 0.277911472222222 "Time_Body_Accelerometer___X_Mean"
2 "STANDING" -0.0184208270166667 "Time_Body_Accelerometer___Y_Mean"
2 "STANDING" -0.105908536055556 "Time_Body_Accelerometer___Z_Mean"
2 "STANDING" -0.987271889259259 "Time_Body_Accelerometer___X_SD"
2 "STANDING" -0.957304989259259 "Time_Body_Accelerometer___Y_SD"
2 "STANDING" -0.949741851296296 "Time_Body_Accelerometer___Z_SD"
2 "STANDING" -0.965875181296296 "Time_Body_Accelerometer__Magnitude__Mean"
2 "STANDING" -0.957874965 "Time_Body_Accelerometer__Magnitude__SD"
2 "STANDING" 0.0747588597592593 "Time_Body_Accelerometer_Jerk__X_Mean"
2 "STANDING" 0.0103291774794444 "Time_Body_Accelerometer_Jerk__Y_Mean"
2 "STANDING" -0.00837158846722222 "Time_Body_Accelerometer_Jerk__Z_Mean"
2 "STANDING" -0.981085715555555 "Time_Body_Accelerometer_Jerk__X_SD"
2 "STANDING" -0.97105943962963 "Time_Body_Accelerometer_Jerk__Y_SD"
2 "STANDING" -0.982841446481481 "Time_Body_Accelerometer_Jerk__Z_SD"
2 "STANDING" -0.980489077407407 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
2 "STANDING" -0.976675280185185 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
2 "STANDING" 0.896928566851852 "Time_Gravity_Accelerometer___X_Mean"
2 "STANDING" -0.370062696851852 "Time_Gravity_Accelerometer___Y_Mean"
2 "STANDING" 0.129747161222222 "Time_Gravity_Accelerometer___Z_Mean"
2 "STANDING" -0.986685818703704 "Time_Gravity_Accelerometer___X_SD"
2 "STANDING" -0.97419442037037 "Time_Gravity_Accelerometer___Y_SD"
2 "STANDING" -0.945927078703704 "Time_Gravity_Accelerometer___Z_SD"
2 "STANDING" -0.965875181296296 "Time_Gravity_Accelerometer__Magnitude__Mean"
2 "STANDING" -0.957874965 "Time_Gravity_Accelerometer__Magnitude__SD"
2 "STANDING" -0.967037112037037 "Freq__Gyroscope___X_Mean"
2 "STANDING" -0.972576152962963 "Freq__Gyroscope___Y_Mean"
2 "STANDING" -0.960627696111111 "Freq__Gyroscope___Z_Mean"
2 "STANDING" -0.97498812462963 "Freq__Gyroscope___X_SD"
2 "STANDING" -0.97103605037037 "Freq__Gyroscope___Y_SD"
2 "STANDING" -0.969754295740741 "Freq__Gyroscope___Z_SD"
2 "STANDING" -0.961775904814815 "Freq__Gyroscope__Magnitude__Mean"
2 "STANDING" -0.956788725740741 "Freq__Gyroscope__Magnitude__SD"
2 "STANDING" -0.977849827407407 "Freq__Gyroscope_Jerk_Magnitude__Mean"
2 "STANDING" -0.977754298148148 "Freq__Gyroscope_Jerk_Magnitude__SD"
2 "STANDING" -0.983946739814815 "Freq_Body_Accelerometer___X_Mean"
2 "STANDING" -0.959871697407407 "Freq_Body_Accelerometer___Y_Mean"
2 "STANDING" -0.962471195740741 "Freq_Body_Accelerometer___Z_Mean"
2 "STANDING" -0.989056469814815 "Freq_Body_Accelerometer___X_SD"
2 "STANDING" -0.957908842222222 "Freq_Body_Accelerometer___Y_SD"
2 "STANDING" -0.946433583518519 "Freq_Body_Accelerometer___Z_SD"
2 "STANDING" -0.964052166481481 "Freq_Body_Accelerometer__Magnitude__Mean"
2 "STANDING" -0.960519381481482 "Freq_Body_Accelerometer__Magnitude__SD"
2 "STANDING" -0.980973241666667 "Freq_Body_Accelerometer_Jerk__X_Mean"
2 "STANDING" -0.970851337962963 "Freq_Body_Accelerometer_Jerk__Y_Mean"
2 "STANDING" -0.979775152037037 "Freq_Body_Accelerometer_Jerk__Z_Mean"
2 "STANDING" -0.983007923703704 "Freq_Body_Accelerometer_Jerk__X_SD"
2 "STANDING" -0.973520241111111 "Freq_Body_Accelerometer_Jerk__Y_SD"
2 "STANDING" -0.984599905185185 "Freq_Body_Accelerometer_Jerk__Z_SD"
2 "STANDING" -0.977065295555556 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
2 "STANDING" -0.97516046 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
2 "WALKING" -0.0530258157347458 "Time__Gyroscope___X_Mean"
2 "WALKING" -0.0482382316949153 "Time__Gyroscope___Y_Mean"
2 "WALKING" 0.0828336633220339 "Time__Gyroscope___Z_Mean"
2 "WALKING" -0.561550255762712 "Time__Gyroscope___X_SD"
2 "WALKING" -0.53845366779661 "Time__Gyroscope___Y_SD"
2 "WALKING" -0.481085535084746 "Time__Gyroscope___Z_SD"
2 "WALKING" -0.446549092881356 "Time__Gyroscope__Magnitude__Mean"
2 "WALKING" -0.553019916271186 "Time__Gyroscope__Magnitude__SD"
2 "WALKING" -0.0818833429152542 "Time__Gyroscope_Jerk__X_Mean"
2 "WALKING" -0.0538299449067797 "Time__Gyroscope_Jerk__Y_Mean"
2 "WALKING" -0.0514939156830508 "Time__Gyroscope_Jerk__Z_Mean"
2 "WALKING" -0.389549831525424 "Time__Gyroscope_Jerk__X_SD"
2 "WALKING" -0.634140436101695 "Time__Gyroscope_Jerk__Y_SD"
2 "WALKING" -0.435492677288136 "Time__Gyroscope_Jerk__Z_SD"
2 "WALKING" -0.547911950338983 "Time__Gyroscope_Jerk_Magnitude__Mean"
2 "WALKING" -0.557798151355932 "Time__Gyroscope_Jerk_Magnitude__SD"
2 "WALKING" 0.276426586440678 "Time_Body_Accelerometer___X_Mean"
2 "WALKING" -0.0185949199145763 "Time_Body_Accelerometer___Y_Mean"
2 "WALKING" -0.105500357966102 "Time_Body_Accelerometer___Z_Mean"
2 "WALKING" -0.423642838474576 "Time_Body_Accelerometer___X_SD"
2 "WALKING" -0.0780912533118644 "Time_Body_Accelerometer___Y_SD"
2 "WALKING" -0.425257524915254 "Time_Body_Accelerometer___Z_SD"
2 "WALKING" -0.290407593728814 "Time_Body_Accelerometer__Magnitude__Mean"
2 "WALKING" -0.422544169322034 "Time_Body_Accelerometer__Magnitude__SD"
2 "WALKING" 0.0618080696279661 "Time_Body_Accelerometer_Jerk__X_Mean"
2 "WALKING" 0.0182492679288136 "Time_Body_Accelerometer_Jerk__Y_Mean"
2 "WALKING" 0.0078953370661017 "Time_Body_Accelerometer_Jerk__Z_Mean"
2 "WALKING" -0.277530462620339 "Time_Body_Accelerometer_Jerk__X_SD"
2 "WALKING" -0.0166022362847458 "Time_Body_Accelerometer_Jerk__Y_SD"
2 "WALKING" -0.586090418983051 "Time_Body_Accelerometer_Jerk__Z_SD"
2 "WALKING" -0.281424153881356 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
2 "WALKING" -0.164150985127119 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
2 "WALKING" 0.91301733338983 "Time_Gravity_Accelerometer___X_Mean"
2 "WALKING" -0.34660709 "Time_Gravity_Accelerometer___Y_Mean"
2 "WALKING" 0.0847270871186441 "Time_Gravity_Accelerometer___Z_Mean"
2 "WALKING" -0.972693201355932 "Time_Gravity_Accelerometer___X_SD"
2 "WALKING" -0.972116879661017 "Time_Gravity_Accelerometer___Y_SD"
2 "WALKING" -0.972072847627119 "Time_Gravity_Accelerometer___Z_SD"
2 "WALKING" -0.290407593728814 "Time_Gravity_Accelerometer__Magnitude__Mean"
2 "WALKING" -0.422544169322034 "Time_Gravity_Accelerometer__Magnitude__SD"
2 "WALKING" -0.429713536101695 "Freq__Gyroscope___X_Mean"
2 "WALKING" -0.55477211220339 "Freq__Gyroscope___Y_Mean"
2 "WALKING" -0.396659907457627 "Freq__Gyroscope___Z_Mean"
2 "WALKING" -0.604053019152542 "Freq__Gyroscope___X_SD"
2 "WALKING" -0.533046952542373 "Freq__Gyroscope___Y_SD"
2 "WALKING" -0.559856635084746 "Freq__Gyroscope___Z_SD"
2 "WALKING" -0.530704814745763 "Freq__Gyroscope__Magnitude__Mean"
2 "WALKING" -0.651792839661017 "Freq__Gyroscope__Magnitude__SD"
2 "WALKING" -0.583249293389831 "Freq__Gyroscope_Jerk_Magnitude__Mean"
2 "WALKING" -0.558104554745763 "Freq__Gyroscope_Jerk_Magnitude__SD"
2 "WALKING" -0.346048161016949 "Freq_Body_Accelerometer___X_Mean"
2 "WALKING" -0.0219048103322034 "Freq_Body_Accelerometer___Y_Mean"
2 "WALKING" -0.453806369830508 "Freq_Body_Accelerometer___Z_Mean"
2 "WALKING" -0.457651383728814 "Freq_Body_Accelerometer___X_SD"
2 "WALKING" -0.16921968620339 "Freq_Body_Accelerometer___Y_SD"
2 "WALKING" -0.455222146440678 "Freq_Body_Accelerometer___Z_SD"
2 "WALKING" -0.324289427932203 "Freq_Body_Accelerometer__Magnitude__Mean"
2 "WALKING" -0.577105211694915 "Freq_Body_Accelerometer__Magnitude__SD"
2 "WALKING" -0.304615322881356 "Freq_Body_Accelerometer_Jerk__X_Mean"
2 "WALKING" -0.0787640836610169 "Freq_Body_Accelerometer_Jerk__Y_Mean"
2 "WALKING" -0.554956709661017 "Freq_Body_Accelerometer_Jerk__Z_Mean"
2 "WALKING" -0.31431306340678 "Freq_Body_Accelerometer_Jerk__X_SD"
2 "WALKING" -0.0153329520084746 "Freq_Body_Accelerometer_Jerk__Y_SD"
